"","nameTeam","namePlayer","number of games","stat","mean","standard deviation","median","trimmed","mad","min","max","range","skew","kurtosis","se","get this number or more"
"1077","New York Knicks","Elfrid Payton",15,"rebounds",4.1333,2.0999,3,4,1.4826,2,8,6,0.7003,-1.0953,0.5422,2.0334
"1078","Utah Jazz","Elijah Hughes",6,"rebounds",0.6667,0.8165,0.5,0.6667,0.7413,0,2,2,0.4763,-1.5833,0.3333,-0.1498
"1079","Portland Trail Blazers","Enes Kanter",14,"rebounds",9.2857,3.7913,9,9.4167,3.7065,2,15,13,-0.0242,-0.9306,1.0133,5.4944
"1080","New Orleans Pelicans","Eric Bledsoe",12,"rebounds",3.3333,2.9644,2.5,2.9,2.2239,0,11,11,1.2952,0.9986,0.8558,0.3689
"1081","Houston Rockets","Eric Gordon",8,"rebounds",2.125,1.4577,2,2.125,0.7413,0,5,5,0.541,-0.4837,0.5154,0.6673
"1082","Golden State Warriors","Eric Paschall",12,"rebounds",3.4167,1.832,3,3.3,1.4826,1,7,6,0.5691,-1.0304,0.5288,1.5847
"1083","Orlando Magic","Evan Fournier",5,"rebounds",1.6,1.9494,1,1.6,0,0,5,5,0.9331,-1.053,0.8718,-0.3494
"1084","Denver Nuggets","Facundo Campazzo",13,"rebounds",0.8462,0.8006,1,0.8182,1.4826,0,2,2,0.2395,-1.5242,0.2221,0.0456
"1085","Detroit Pistons","Frank Jackson",3,"rebounds",1.3333,2.3094,0,1.3333,0,0,4,4,0.3849,-2.3333,1.3333,-0.9761
"1086","Phoenix Suns","Frank Kaminsky",6,"rebounds",2.3333,1.8619,2,2.3333,2.2239,0,5,5,0.218,-1.7364,0.7601,0.4714
"1087","New York Knicks","Frank Ntilikina",4,"rebounds",1,1.4142,0.5,1,0.7413,0,3,3,0.5303,-1.875,0.7071,-0.4142
"1088","Toronto Raptors","Fred VanVleet",13,"rebounds",4.3846,2.4677,4,4.4545,1.4826,0,8,8,-0.072,-1.1177,0.6844,1.9169
"1089","Philadelphia 76ers","Furkan Korkmaz",3,"rebounds",2,1,2,2,1.4826,1,3,2,0,-2.3333,0.5774,1
"1090","Miami Heat","Gabe Vincent",5,"rebounds",1.8,0.4472,2,1.8,0,1,2,1,-1.0733,-0.92,0.2,1.3528
"1091","Chicago Bulls","Garrett Temple",13,"rebounds",2.5385,1.5064,2,2.3636,1.4826,1,6,5,1.0122,-0.0475,0.4178,1.0321
"1092","Washington Wizards","Garrison Mathews",5,"rebounds",1.6,1.1402,2,1.6,1.4826,0,3,3,-0.1943,-1.7484,0.5099,0.4598
"1093","Orlando Magic","Gary Clark",11,"rebounds",3.7273,1.2721,4,3.6667,1.4826,2,6,4,0.1971,-1.2438,0.3835,2.4552
"1094","Denver Nuggets","Gary Harris",12,"rebounds",2.5833,1.2401,3,2.5,1.4826,1,5,4,0.2191,-0.9785,0.358,1.3432
"1095","Portland Trail Blazers","Gary Trent Jr.",12,"rebounds",1.75,0.9653,2,1.8,1.4826,0,3,3,-0.1042,-1.274,0.2787,0.7847
"1096","Oklahoma City Thunder","George Hill",12,"rebounds",2,1.9069,2,1.9,2.9652,0,5,5,0.3605,-1.4623,0.5505,0.0931
"1097","Utah Jazz","Georges Niang",14,"rebounds",2.0714,2.1649,1.5,1.9167,2.2239,0,6,6,0.7599,-0.9569,0.5786,-0.0934999999999997
"1098","Milwaukee Bucks","Giannis Antetokounmpo",13,"rebounds",10.1538,2.6723,10,10.2727,2.9652,6,13,7,-0.2483,-1.6006,0.7412,7.4815
"1099","Sacramento Kings","Glenn Robinson III",11,"rebounds",2.0909,1.221,2,2.1111,1.4826,0,4,4,-0.1535,-1.3895,0.3682,0.8699
"1100","Indiana Pacers","Goga Bitadze",1,"rebounds",2,NA,2,2,0,2,2,0,NA,NA,NA,NA
"1101","Miami Heat","Goran Dragic",10,"rebounds",2.4,1.9551,2.5,2.375,2.9652,0,5,5,-0.0257,-1.6461,0.6182,0.4449
"1102","Charlotte Hornets","Gordon Hayward",13,"rebounds",5.0769,2.0191,5,5.1818,2.9652,1,8,7,-0.3765,-1.0023,0.56,3.0578
"1103","Memphis Grizzlies","Gorgui Dieng",10,"rebounds",4.4,2.1705,4,4.375,2.2239,1,8,7,0.122,-1.238,0.6864,2.2295
"1104","Boston Celtics","Grant Williams",10,"rebounds",3.3,2.2136,3,3.375,2.2239,0,6,6,0.0465,-1.6878,0.7,1.0864
"1105","Memphis Grizzlies","Grayson Allen",12,"rebounds",2.9167,2.1933,2.5,2.8,2.2239,0,7,7,0.3336,-1.0811,0.6332,0.7234
"1106","Oklahoma City Thunder","Hamidou Diallo",13,"rebounds",5,2.9155,5,4.8182,2.9652,1,11,10,0.3725,-0.8472,0.8086,2.0845
"1107","Sacramento Kings","Harrison Barnes",14,"rebounds",6.3571,3.0027,7,6.5,1.4826,0,11,11,-0.7314,-0.307,0.8025,3.3544
"1108","Portland Trail Blazers","Harry Giles III",10,"rebounds",3.3,1.567,3,3.375,2.2239,1,5,4,0.0218,-1.8395,0.4955,1.733
"1109","Sacramento Kings","Hassan Whiteside",9,"rebounds",4.2222,3.3458,2,4.2222,2.9652,0,9,9,0.2913,-1.8082,1.1153,0.8764
"1110","New York Knicks","Ignas Brazdeikis",4,"rebounds",0.5,0.5774,0.5,0.5,0.7413,0,1,1,0,-2.4375,0.2887,-0.0774
"1111","New York Knicks","Immanuel Quickley",11,"rebounds",1.6364,1.5667,1,1.4444,1.4826,0,5,5,0.9765,-0.3682,0.4724,0.0697000000000001
"1112","Washington Wizards","Isaac Bonga",8,"rebounds",2.25,2.3755,1.5,2.25,2.2239,0,7,7,0.8043,-0.7431,0.8399,-0.1255
"1113","Cleveland Cavaliers","Isaac Okoro",8,"rebounds",2.125,0.991,2,2.125,0.7413,0,3,3,-0.9752,-0.1296,0.3504,1.134
"1114","Denver Nuggets","Isaiah Hartenstein",12,"rebounds",3.3333,1.7753,3,3.2,1.4826,1,7,6,0.4303,-0.7999,0.5125,1.558
"1115","Philadelphia 76ers","Isaiah Joe",9,"rebounds",1.7778,1.7873,2,1.7778,2.9652,0,5,5,0.5281,-1.2303,0.5958,-0.00950000000000006
"1116","Oklahoma City Thunder","Isaiah Roby",10,"rebounds",5,3.0185,5.5,5.125,3.7065,0,9,9,-0.1527,-1.4123,0.9545,1.9815
"1117","Detroit Pistons","Isaiah Stewart",11,"rebounds",5.3636,2.8381,4,5.1111,2.9652,2,11,9,0.4518,-1.0709,0.8557,2.5255
"1118","Washington Wizards","Ish Smith",11,"rebounds",3.3636,1.5667,3,3.4444,1.4826,0,6,6,-0.4091,-0.1707,0.4724,1.7969
"1119","LA Clippers","Ivica Zubac",14,"rebounds",4.6429,2.4371,5,4.75,2.9652,0,8,8,-0.3535,-1.2965,0.6513,2.2058
"1120","New Orleans Pelicans","JJ Redick",13,"rebounds",2,1.7795,2,1.8182,1.4826,0,6,6,0.9828,-0.131,0.4935,0.2205
"1121","Memphis Grizzlies","Ja Morant",5,"rebounds",2,1.2247,2,2,1.4826,0,3,3,-0.6532,-1.4,0.5477,0.7753
"1122","Indiana Pacers","JaKarr Sampson",7,"rebounds",2.1429,2.3401,1,2.1429,0,0,6,6,0.7235,-1.4952,0.8845,-0.1972
"1123","Denver Nuggets","JaMychal Green",10,"rebounds",6.8,1.6865,6.5,6.875,2.2239,4,9,5,-0.0951,-1.465,0.5333,5.1135
"1124","Cleveland Cavaliers","JaVale McGee",13,"rebounds",6.2308,3.3703,6,6.0909,4.4478,1,13,12,0.1537,-0.8115,0.9348,2.8605
"1125","Minnesota Timberwolves","Jaden McDaniels",6,"rebounds",1.5,1.3784,1,1.5,0.7413,0,4,4,0.7637,-0.9513,0.5627,0.1216
"1126","Phoenix Suns","Jae Crowder",12,"rebounds",4.6667,2.6054,3.5,4.5,2.2239,2,9,7,0.4199,-1.5877,0.7521,2.0613
"1127","Houston Rockets","Jae'Sean Tate",12,"rebounds",4.4167,1.9752,5,4.5,1.4826,1,7,6,-0.4057,-1.4756,0.5702,2.4415
"1128","Detroit Pistons","Jahlil Okafor",8,"rebounds",2.875,1.9594,2.5,2.875,1.4826,1,7,6,0.9487,-0.3115,0.6928,0.9156
"1129","Sacramento Kings","Jahmi'us Ramsey",4,"rebounds",1,1.4142,0.5,1,0.7413,0,3,3,0.5303,-1.875,0.7071,-0.4142
"1130","Minnesota Timberwolves","Jake Layman",9,"rebounds",0.7778,0.9718,1,0.7778,1.4826,0,3,3,1.106,0.2213,0.3239,-0.194
"1131","San Antonio Spurs","Jakob Poeltl",14,"rebounds",6.2857,2.3015,7,6.3333,1.4826,1,11,10,-0.4298,0.5746,0.6151,3.9842
"1132","Dallas Mavericks","Jalen Brunson",9,"rebounds",2.4444,1.424,2,2.4444,0,0,5,5,0.2147,-0.7166,0.4747,1.0204
"1133","Toronto Raptors","Jalen Harris",1,"rebounds",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1134","Indiana Pacers","Jalen Lecque",3,"rebounds",1.3333,0.5774,1,1.3333,0,1,2,1,0.3849,-2.3333,0.3333,0.7559
"1135","Charlotte Hornets","Jalen McDaniels",9,"rebounds",2.1111,2.0276,1,2.1111,1.4826,0,5,5,0.4269,-1.7093,0.6759,0.0834999999999999
"1136","Phoenix Suns","Jalen Smith",2,"rebounds",2.5,0.7071,2.5,2.5,0.7413,2,3,1,0,-2.75,0.5,1.7929
"1137","Denver Nuggets","Jamal Murray",13,"rebounds",3.4615,2.5695,4,3.2727,1.4826,0,9,9,0.3129,-0.6554,0.7127,0.892
"1138","Orlando Magic","James Ennis III",7,"rebounds",2.1429,0.6901,2,2.1429,0,1,3,2,-0.1065,-1.2441,0.2608,1.4528
"1139","Houston Rockets","James Harden",10,"rebounds",5.9,2.4698,6,5.5,1.4826,3,12,9,1.2577,0.9868,0.781,3.4302
"1140","Brooklyn Nets","James Harden",10,"rebounds",5.9,2.4698,6,5.5,1.4826,3,12,9,1.2577,0.9868,0.781,3.4302
"1141","Dallas Mavericks","James Johnson",13,"rebounds",3.1538,2.577,3,3,2.9652,0,8,8,0.275,-1.2296,0.7147,0.5768
"1142","Golden State Warriors","James Wiseman",13,"rebounds",6,2.3094,6,5.8182,1.4826,3,11,8,0.5996,-0.5553,0.6405,3.6906
"1143","Los Angeles Lakers","Jared Dudley",6,"rebounds",1,1.2649,0.5,1,0.7413,0,3,3,0.4941,-1.6979,0.5164,-0.2649
"1144","New York Knicks","Jared Harper",2,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1145","Minnesota Timberwolves","Jarred Vanderbilt",10,"rebounds",5.4,3.0258,5.5,5.5,2.9652,0,10,10,-0.2365,-1.1658,0.9568,2.3742
"1146","Utah Jazz","Jarrell Brantley",2,"rebounds",0.5,0.7071,0.5,0.5,0.7413,0,1,1,0,-2.75,0.5,-0.2071
"1147","Brooklyn Nets","Jarrett Allen",12,"rebounds",10.4167,4.2738,11,10.3,5.1891,4,18,14,0.0502,-1.2437,1.2337,6.1429
"1148","Minnesota Timberwolves","Jarrett Culver",12,"rebounds",5.75,2.7345,6,5.7,2.9652,2,10,8,0.1421,-1.2964,0.7894,3.0155
"1149","Boston Celtics","Javonte Green",5,"rebounds",3,1.2247,3,3,1.4826,2,5,3,0.6532,-1.4,0.5477,1.7753
"1150","New Orleans Pelicans","Jaxson Hayes",13,"rebounds",4.0769,3.1481,4,3.9091,2.9652,0,10,10,0.2159,-1.23,0.8731,0.9288
"1151","Milwaukee Bucks","Jaylen Adams",1,"rebounds",0,NA,0,0,0,0,0,0,NA,NA,NA,NA
"1152","Boston Celtics","Jaylen Brown",12,"rebounds",5.8333,3.9734,5,5.6,4.4478,1,13,12,0.4794,-1.1941,1.147,1.8599
"1153","Minnesota Timberwolves","Jaylen Nowell",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1154","Boston Celtics","Jayson Tatum",10,"rebounds",7.1,2.4244,6.5,7,2.2239,4,11,7,0.485,-1.2686,0.7667,4.6756
"1155","Brooklyn Nets","Jeff Green",15,"rebounds",3,2.5355,3,2.7692,2.9652,0,9,9,0.6381,-0.2996,0.6547,0.4645
"1156","Boston Celtics","Jeff Teague",10,"rebounds",2.4,1.2649,2.5,2.25,0.7413,1,5,4,0.4981,-0.7425,0.4,1.1351
"1157","Detroit Pistons","Jerami Grant",13,"rebounds",6.0769,2.9286,6,6.1818,2.9652,1,10,9,0.0957,-1.3879,0.8123,3.1483
"1158","Washington Wizards","Jerome Robinson",6,"rebounds",1.6667,1.5055,2,1.6667,1.4826,0,4,4,0.1736,-1.5366,0.6146,0.1612
"1159","Phoenix Suns","Jevon Carter",12,"rebounds",1.5,1.0871,1,1.5,1.4826,0,3,3,0.1946,-1.4636,0.3138,0.4129
"1160","Miami Heat","Jimmy Butler",6,"rebounds",5.5,3.0166,4.5,5.5,2.2239,3,10,7,0.3643,-1.8601,1.2315,2.4834
"1161","Brooklyn Nets","Joe Harris",15,"rebounds",3.8667,2.5317,3,3.8462,2.9652,0,8,8,0.164,-1.5692,0.6537,1.335
"1162","Utah Jazz","Joe Ingles",10,"rebounds",4,2.2608,3.5,3.875,2.2239,1,8,7,0.4154,-1.2621,0.7149,1.7392
"1163","Philadelphia 76ers","Joel Embiid",11,"rebounds",11.4545,3.4165,11,11.6667,4.4478,5,16,11,-0.2444,-1.0939,1.0301,8.038
"1164","Atlanta Hawks","John Collins",13,"rebounds",7.2308,2.5217,7,7.1818,4.4478,4,11,7,0.0192,-1.6058,0.6994,4.7091
"1165","Memphis Grizzlies","John Konchar",6,"rebounds",4,2.8284,3.5,4,2.2239,1,9,8,0.6629,-1.1146,1.1547,1.1716
"1166","Houston Rockets","John Wall",7,"rebounds",4.7143,3.0938,4,4.7143,2.9652,0,10,10,0.1997,-0.9898,1.1693,1.6205
"1167","Memphis Grizzlies","Jonas Valanciunas",12,"rebounds",10.4167,3.2879,10.5,10.5,2.9652,4,16,12,-0.2403,-0.7499,0.9491,7.1288
"1168","Orlando Magic","Jordan Bone",9,"rebounds",2.2222,1.3944,2,2.2222,1.4826,0,4,4,-0.1012,-1.5434,0.4648,0.8278
"1169","Utah Jazz","Jordan Clarkson",14,"rebounds",4.7143,1.8576,4.5,4.6667,2.2239,2,8,6,0.2538,-1.4044,0.4965,2.8567
"1170","Minnesota Timberwolves","Jordan McLaughlin",5,"rebounds",1.8,1.7889,2,1.8,2.9652,0,4,4,0.0252,-2.0919,0.8,0.0111000000000001
"1171","Milwaukee Bucks","Jordan Nwora",8,"rebounds",1.875,1.2464,2,1.875,1.4826,0,4,4,0.1997,-1.1601,0.4407,0.6286
"1172","Golden State Warriors","Jordan Poole",8,"rebounds",1,0.7559,1,1,0.7413,0,2,2,0,-1.4687,0.2673,0.2441
"1173","Dallas Mavericks","Josh Green",11,"rebounds",2.1818,1.6011,2,2.1111,1.4826,0,5,5,0.1318,-1.2768,0.4828,0.5807
"1174","Oklahoma City Thunder","Josh Hall",5,"rebounds",1.2,1.3038,1,1.2,1.4826,0,3,3,0.2599,-1.9581,0.5831,-0.1038
"1175","New Orleans Pelicans","Josh Hart",13,"rebounds",7.6154,2.1809,7,7.5455,2.9652,5,11,6,0.1453,-1.6868,0.6049,5.4345
"1176","Detroit Pistons","Josh Jackson",11,"rebounds",2.9091,2.7002,2,2.6667,2.9652,0,8,8,0.586,-1.2427,0.8141,0.2089
"1177","Minnesota Timberwolves","Josh Okogie",6,"rebounds",3.1667,2.0412,3.5,3.1667,1.4826,0,6,6,-0.1851,-1.3889,0.8333,1.1255
"1178","Dallas Mavericks","Josh Richardson",8,"rebounds",2.875,1.9594,2.5,2.875,1.4826,1,7,6,0.9487,-0.3115,0.6928,0.9156
"1179","Milwaukee Bucks","Jrue Holiday",14,"rebounds",4.2143,1.4769,4,4.3333,1.4826,1,6,5,-0.3407,-0.6832,0.3947,2.7374
"1180","Golden State Warriors","Juan Toscano-Anderson",6,"rebounds",3.3333,1.0328,3,3.3333,0.7413,2,5,3,0.3698,-1.3724,0.4216,2.3005
"1181","Minnesota Timberwolves","Juancho Hernangomez",11,"rebounds",5.2727,2.3703,5,5.4444,2.9652,1,8,7,-0.2539,-1.3743,0.7147,2.9024
"1182","New York Knicks","Julius Randle",15,"rebounds",11,3.8545,11,11,4.4478,5,17,12,0.1257,-1.2628,0.9952,7.1455
"1183","Indiana Pacers","Justin Holiday",13,"rebounds",3.5385,1.7614,4,3.4545,1.4826,1,7,6,0.1524,-0.9877,0.4885,1.7771
"1184","Oklahoma City Thunder","Justin Jackson",5,"rebounds",2.2,2.8636,2,2.2,2.9652,0,7,7,0.7604,-1.2817,1.2806,-0.6636
"1185","Sacramento Kings","Justin James",5,"rebounds",1.2,1.6432,1,1.2,1.4826,0,4,4,0.8331,-1.1998,0.7348,-0.4432
"1186","Portland Trail Blazers","Jusuf Nurkic",12,"rebounds",7.6667,3.4466,8,7.8,4.4478,2,12,10,-0.2054,-1.4372,0.9949,4.2201
"1187","Utah Jazz","Juwan Morgan",3,"rebounds",1,1,1,1,1.4826,0,2,2,0,-2.3333,0.5774,0
"1188","Miami Heat","KZ Okpala",6,"rebounds",1.5,1.5166,1.5,1.5,1.4826,0,4,4,0.43,-1.4444,0.6191,-0.0165999999999999
"1189","Orlando Magic","Karim Mane",6,"rebounds",1.6667,2.2509,0.5,1.6667,0.7413,0,5,5,0.5196,-1.8545,0.9189,-0.5842
"1190","Minnesota Timberwolves","Karl-Anthony Towns",4,"rebounds",12.5,1.291,12.5,12.5,1.4826,11,14,3,0,-2.0775,0.6455,11.209
"1191","LA Clippers","Kawhi Leonard",12,"rebounds",5.0833,3.8009,4,4.3,2.2239,2,16,14,1.8534,2.7723,1.0972,1.2824
"1192","San Antonio Spurs","Keita Bates-Diop",2,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1193","Indiana Pacers","Kelan Martin",6,"rebounds",1.3333,1.2111,1.5,1.3333,1.4826,0,3,3,0.0417,-1.8809,0.4944,0.1222
"1194","San Antonio Spurs","Keldon Johnson",14,"rebounds",7,2.8284,7,7.0833,2.9652,2,11,9,-0.1705,-1.2098,0.7559,4.1716
"1195","Portland Trail Blazers","Keljin Blevins",5,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1196","Miami Heat","Kelly Olynyk",11,"rebounds",5.2727,2.1019,5,5.2222,2.9652,3,8,5,0.1432,-1.7274,0.6338,3.1708
"1197","Golden State Warriors","Kelly Oubre Jr.",13,"rebounds",5.3846,1.9381,5,5.0909,0,3,11,8,1.7143,2.6754,0.5375,3.4465
"1198","Boston Celtics","Kemba Walker",1,"rebounds",3,NA,3,3,0,3,3,0,NA,NA,NA,NA
"1199","Miami Heat","Kendrick Nunn",7,"rebounds",2.1429,2.2678,2,2.1429,2.9652,0,5,5,0.2175,-1.9356,0.8571,-0.1249
"1200","Oklahoma City Thunder","Kenrich Williams",13,"rebounds",2.0769,1.8467,1,2,1.4826,0,5,5,0.6297,-1.2559,0.5122,0.2302
"1201","Golden State Warriors","Kent Bazemore",11,"rebounds",2.5455,2.2074,2,2.2222,1.4826,0,8,8,1.2887,0.7345,0.6656,0.3381
"1202","Los Angeles Lakers","Kentavious Caldwell-Pope",11,"rebounds",2.0909,1.1362,2,2.1111,1.4826,0,4,4,-0.1567,-0.9663,0.3426,0.9547
"1203","Houston Rockets","Kenyon Martin Jr.",5,"rebounds",2.6,2.3022,2,2.6,2.9652,0,5,5,0.0944,-2.1546,1.0296,0.2978
"1204","Brooklyn Nets","Kevin Durant",11,"rebounds",7.0909,3.3303,8,7.1111,4.4478,3,11,8,-0.0277,-1.8991,1.0041,3.7606
"1205","Atlanta Hawks","Kevin Huerter",13,"rebounds",3.7692,2.5869,3,3.4545,2.9652,1,10,9,0.9009,-0.0485,0.7175,1.1823
"1206","New York Knicks","Kevin Knox II",15,"rebounds",2.6,1.8439,2,2.5385,2.9652,0,6,6,0.171,-1.3065,0.4761,0.7561
"1207","Cleveland Cavaliers","Kevin Love",2,"rebounds",6,4.2426,6,6,4.4478,3,9,6,0,-2.75,3,1.7574
"1208","Golden State Warriors","Kevon Looney",13,"rebounds",3.7692,2.2043,3,3.6364,1.4826,0,9,9,0.6573,0.2608,0.6114,1.5649
"1209","Orlando Magic","Khem Birch",14,"rebounds",6.1429,3.4831,6,6,3.7065,2,12,10,0.3556,-1.2556,0.9309,2.6598
"1210","Milwaukee Bucks","Khris Middleton",14,"rebounds",6.2857,3.4957,5,6,3.7065,2,14,12,0.6313,-0.716,0.9343,2.79
"1211","Detroit Pistons","Killian Hayes",7,"rebounds",1.1429,1.069,1,1.1429,1.4826,0,3,3,0.4725,-1.2666,0.4041,0.0739000000000001
"1212","New Orleans Pelicans","Kira Lewis Jr.",6,"rebounds",0.6667,1.0328,0,0.6667,0,0,2,2,0.5379,-1.9583,0.4216,-0.3661
"1213","Los Angeles Lakers","Kostas Antetokounmpo",1,"rebounds",4,NA,4,4,0,4,4,0,NA,NA,NA,NA
"1214","Dallas Mavericks","Kristaps Porzingis",4,"rebounds",7.75,2.63,8.5,7.75,1.4826,4,10,6,-0.5411,-1.8199,1.315,5.12
"1215","Memphis Grizzlies","Kyle Anderson",13,"rebounds",7.2308,3.0043,7,6.9091,2.9652,4,14,10,0.7656,-0.4342,0.8332,4.2265
"1216","Sacramento Kings","Kyle Guy",4,"rebounds",1.25,1.5,1,1.25,1.4826,0,3,3,0.1389,-2.2801,0.75,-0.25
"1217","Los Angeles Lakers","Kyle Kuzma",15,"rebounds",5.4667,4.0154,6,5.3077,5.9304,0,13,13,0.3784,-1.2267,1.0368,1.4513
"1218","Toronto Raptors","Kyle Lowry",12,"rebounds",6.25,3.0488,6.5,6.6,2.9652,0,9,9,-0.8876,-0.5633,0.8801,3.2012
"1219","Brooklyn Nets","Kyrie Irving",7,"rebounds",5.2857,2.9277,5,5.2857,1.4826,2,11,9,0.7842,-0.6407,1.1066,2.358
"1220","San Antonio Spurs","LaMarcus Aldridge",11,"rebounds",4.7273,2.7961,4,4.4444,2.9652,2,10,8,0.6537,-1.0732,0.8431,1.9312
"1221","Charlotte Hornets","LaMelo Ball",14,"rebounds",6.7857,3.4902,6.5,6.6667,2.2239,1,14,13,0.4485,-0.6046,0.9328,3.2955
"1222","Cleveland Cavaliers","Lamar Stevens",9,"rebounds",2.2222,2.2236,2,2.2222,2.9652,0,6,6,0.4197,-1.4577,0.7412,-0.00139999999999985
"1223","Brooklyn Nets","Landry Shamet",15,"rebounds",1.4,1.1212,1,1.3077,0,0,4,4,0.9422,-0.1801,0.2895,0.2788
"1224","Phoenix Suns","Langston Galloway",12,"rebounds",0.8333,0.8348,1,0.8,1.4826,0,2,2,0.2705,-1.6324,0.241,-0.00149999999999995
"1225","Cleveland Cavaliers","Larry Nance Jr.",13,"rebounds",6.0769,3.2522,5,5.7273,2.9652,3,13,10,0.782,-0.7042,0.902,2.8247
"1226","Chicago Bulls","Lauri Markkanen",7,"rebounds",7.1429,1.9518,7,7.1429,1.4826,4,10,6,-0.0541,-1.2497,0.7377,5.1911
"1227","Los Angeles Lakers","LeBron James",15,"rebounds",7.8667,2.5317,7,7.6923,2.9652,5,13,8,0.6324,-0.8668,0.6537,5.335
"1228","San Antonio Spurs","Lonnie Walker IV",14,"rebounds",3.2143,1.6257,3,3.1667,1.4826,1,6,5,0.3786,-1.0981,0.4345,1.5886
"1229","New Orleans Pelicans","Lonzo Ball",10,"rebounds",4,2.7889,4,4,2.9652,0,8,8,0.1383,-1.5156,0.8819,1.2111
"1230","LA Clippers","Lou Williams",12,"rebounds",1.9167,1.4434,1.5,1.8,0.7413,0,5,5,0.7964,-0.5496,0.4167,0.4733
"1231","Oklahoma City Thunder","Luguentz Dort",13,"rebounds",3.9231,2.4311,4,3.8182,2.9652,1,8,7,0.3393,-1.2207,0.6743,1.492
"1232","Dallas Mavericks","Luka Doncic",12,"rebounds",9.9167,4.4814,9.5,10.1,4.4478,2,16,14,-0.1164,-1.1947,1.2937,5.4353
"1233","San Antonio Spurs","Luka Samanic",3,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1234","LA Clippers","Luke Kennard",14,"rebounds",2.9286,1.94,2.5,2.9167,2.2239,0,6,6,0.2102,-1.3983,0.5185,0.9886
"1235","Chicago Bulls","Luke Kornet",1,"rebounds",1,NA,1,1,0,1,1,0,NA,NA,NA,NA
"1236","Toronto Raptors","Malachi Flynn",9,"rebounds",0.7778,1.6415,0,0.7778,0,0,5,5,1.8206,1.8976,0.5472,-0.8637
"1237","Indiana Pacers","Malcolm Brogdon",13,"rebounds",4,1.8708,4,3.9091,2.9652,2,7,5,0.3524,-1.4553,0.5189,2.1292
"1238","Minnesota Timberwolves","Malik Beasley",12,"rebounds",4.75,1.2881,4.5,4.7,1.4826,3,7,4,0.1901,-1.3959,0.3718,3.4619
"1239","Charlotte Hornets","Malik Monk",4,"rebounds",0.75,1.5,0,0.75,0,0,3,3,0.75,-1.6875,0.75,-0.75
"1240","Los Angeles Lakers","Marc Gasol",15,"rebounds",4.7333,2.6313,5,4.6923,2.9652,1,9,8,-0.1031,-1.3778,0.6794,2.102
"1241","LA Clippers","Marcus Morris Sr.",6,"rebounds",3.5,2.881,2.5,3.5,2.2239,0,7,7,0.2509,-1.8862,1.1762,0.619
"1242","Boston Celtics","Marcus Smart",11,"rebounds",2.6364,1.206,3,2.5556,1.4826,1,5,4,0.3315,-0.87,0.3636,1.4304
"1243","Orlando Magic","Markelle Fultz",8,"rebounds",3.125,1.7269,3.5,3.125,2.2239,0,5,5,-0.4574,-1.2506,0.6105,1.3981
"1244","Los Angeles Lakers","Markieff Morris",15,"rebounds",3.7333,2.4919,4,3.7692,2.9652,0,7,7,-0.0783,-1.7007,0.6434,1.2414
"1245","Denver Nuggets","Markus Howard",6,"rebounds",0,0,0,0,0,0,0,0,NA,NA,0,0
"1246","Cleveland Cavaliers","Marques Bolden",6,"rebounds",1,0.8944,1,1,1.4826,0,2,2,0,-1.9583,0.3651,0.1056
"1247","Golden State Warriors","Marquese Chriss",2,"rebounds",6.5,2.1213,6.5,6.5,2.2239,5,8,3,0,-2.75,1.5,4.3787
"1248","Sacramento Kings","Marvin Bagley III",14,"rebounds",7.7857,2.7784,8,7.9167,2.9652,2,12,10,-0.474,-0.7571,0.7426,5.0073
"1249","Houston Rockets","Mason Jones",6,"rebounds",2.3333,2.1602,2,2.3333,1.4826,0,6,6,0.5364,-1.3384,0.8819,0.1731
"1250","Detroit Pistons","Mason Plumlee",13,"rebounds",8.6923,3.7724,8,8.5455,2.9652,2,17,15,0.4528,-0.1574,1.0463,4.9199
"1251","Philadelphia 76ers","Matisse Thybulle",11,"rebounds",1.3636,1.6895,1,1.1111,1.4826,0,5,5,1.0618,-0.3534,0.5094,-0.3259
"1252","Toronto Raptors","Matt Thomas",5,"rebounds",1,1.4142,0,1,0,0,3,3,0.4243,-2,0.6325,-0.4142
"1253","Miami Heat","Maurice Harkless",7,"rebounds",1,1,1,1,1.4826,0,2,2,0,-2.1429,0.378,0
"1254","Miami Heat","Max Strus",4,"rebounds",2,3.3665,0.5,2,0.7413,0,7,7,0.7077,-1.7193,1.6833,-1.3665
"1255","Dallas Mavericks","Maxi Kleber",9,"rebounds",5.3333,2.0616,5,5.3333,1.4826,3,9,6,0.5157,-1.1915,0.6872,3.2717
"1256","Miami Heat","Meyers Leonard",3,"rebounds",2.3333,1.5275,2,2.3333,1.4826,1,4,3,0.2078,-2.3333,0.8819,0.8058
"1257","LA Clippers","Mfiondu Kabengele",9,"rebounds",0.6667,1,0,0.6667,0,0,2,2,0.5926,-1.8148,0.3333,-0.3333
"1258","Orlando Magic","Michael Carter-Williams",7,"rebounds",5.1429,2.9114,6,5.1429,4.4478,1,9,8,-0.051,-1.7557,1.1004,2.2315
